(base) D:\Private\adventofcode\2018\day 9>python solution.py
799 1618 49.38195302843016 %
816 1618 50.43263288009888 %
833 1618 51.48331273176762 %
850 1618 52.53399258343634 %
867 1618 53.58467243510506 %
884 1618 54.635352286773795 %
901 1618 55.68603213844252 %
918 1618 56.736711990111246 %
935 1618 57.78739184177998 %
952 1618 58.838071693448704 %
969 1618 59.88875154511742 %
986 1618 60.93943139678616 %
1003 1618 61.99011124845488 %
1020 1618 63.040791100123606 %
1037 1618 64.09147095179235 %
1054 1618 65.14215080346106 %
1071 1618 66.19283065512978 %
1088 1618 67.24351050679851 %
1105 1618 68.29419035846725 %
1122 1618 69.34487021013597 %
1139 1618 70.3955500618047 %
1156 1618 71.44622991347343 %
1173 1618 72.49690976514215 %
1190 1618 73.54758961681088 %
1207 1618 74.5982694684796 %
1224 1618 75.64894932014833 %
1241 1618 76.69962917181707 %
1258 1618 77.75030902348578 %
1275 1618 78.80098887515452 %
1292 1618 79.85166872682325 %
1309 1618 80.90234857849197 %
1326 1618 81.95302843016069 %
1343 1618 83.00370828182942 %
1360 1618 84.05438813349815 %
1377 1618 85.10506798516687 %
1394 1618 86.15574783683559 %
1411 1618 87.20642768850433 %
1428 1618 88.25710754017305 %
1445 1618 89.30778739184177 %
1462 1618 90.3584672435105 %
1479 1618 91.40914709517924 %
1496 1618 92.45982694684795 %
1513 1618 93.51050679851669 %
1530 1618 94.56118665018542 %
1547 1618 95.61186650185414 %
1564 1618 96.66254635352287 %
1581 1618 97.71322620519159 %
1598 1618 98.76390605686032 %
1615 1618 99.81458590852905 %
10 players last_marble: 1618 high_score: 8317
80 7999 1.0001250156269534 %
160 7999 2.000250031253907 %
240 7999 3.00037504688086 %
320 7999 4.000500062507814 %
400 7999 5.0006250781347665 %
480 7999 6.00075009376172 %
560 7999 7.000875109388674 %
640 7999 8.001000125015628 %
720 7999 9.00112514064258 %
800 7999 10.001250156269533 %
880 7999 11.001375171896486 %
960 7999 12.00150018752344 %
1040 7999 13.001625203150393 %
1120 7999 14.001750218777348 %
1200 7999 15.001875234404299 %
1280 7999 16.002000250031255 %
1360 7999 17.002125265658208 %
1440 7999 18.00225028128516 %
1520 7999 19.002375296912113 %
1600 7999 20.002500312539066 %
1680 7999 21.002625328166022 %
1760 7999 22.00275034379297 %
1840 7999 23.002875359419928 %
1920 7999 24.00300037504688 %
2000 7999 25.003125390673837 %
2080 7999 26.003250406300786 %
2160 7999 27.00337542192774 %
2240 7999 28.003500437554695 %
2320 7999 29.003625453181648 %
2400 7999 30.003750468808597 %
2480 7999 31.003875484435557 %
2560 7999 32.00400050006251 %
2640 7999 33.00412551568946 %
2720 7999 34.004250531316416 %
2800 7999 35.004375546943365 %
2880 7999 36.00450056257032 %
2960 7999 37.00462557819728 %
3040 7999 38.00475059382423 %
3120 7999 39.00487560945118 %
3200 7999 40.00500062507813 %
3280 7999 41.00512564070509 %
3360 7999 42.005250656332045 %
3440 7999 43.005375671958994 %
3520 7999 44.00550068758594 %
3600 7999 45.00562570321291 %
3680 7999 46.005750718839856 %
3760 7999 47.005875734466805 %
3840 7999 48.00600075009376 %
3920 7999 49.00612576572072 %
4000 7999 50.006250781347674 %
4080 7999 51.00637579697462 %
4160 7999 52.00650081260157 %
4240 7999 53.00662582822853 %
4320 7999 54.00675084385548 %
4400 7999 55.00687585948244 %
4480 7999 56.00700087510939 %
4560 7999 57.00712589073634 %
4640 7999 58.007250906363296 %
4720 7999 59.007375921990246 %
4800 7999 60.007500937617195 %
4880 7999 61.00762595324416 %
4960 7999 62.007750968871115 %
5040 7999 63.007875984498064 %
5120 7999 64.00800100012502 %
5200 7999 65.00812601575197 %
5280 7999 66.00825103137892 %
5360 7999 67.00837604700588 %
5440 7999 68.00850106263283 %
5520 7999 69.00862607825978 %
5600 7999 70.00875109388673 %
5680 7999 71.00887610951368 %
5760 7999 72.00900112514064 %
5840 7999 73.0091261407676 %
5920 7999 74.00925115639455 %
6000 7999 75.0093761720215 %
6080 7999 76.00950118764845 %
6160 7999 77.0096262032754 %
6240 7999 78.00975121890237 %
6320 7999 79.00987623452932 %
6400 7999 80.01000125015626 %
6480 7999 81.01012626578323 %
6560 7999 82.01025128141018 %
6640 7999 83.01037629703713 %
6720 7999 84.01050131266409 %
6800 7999 85.01062632829104 %
6880 7999 86.01075134391799 %
6960 7999 87.01087635954494 %
7040 7999 88.01100137517189 %
7120 7999 89.01112639079885 %
7200 7999 90.01125140642581 %
7280 7999 91.01137642205276 %
7360 7999 92.01150143767971 %
7440 7999 93.01162645330666 %
7520 7999 94.01175146893361 %
7600 7999 95.01187648456056 %
7680 7999 96.01200150018752 %
7760 7999 97.01212651581447 %
7840 7999 98.01225153144144 %
7920 7999 99.01237654706838 %
13 players last_marble: 7999 high_score: 146373
12 1104 1.0869565217391304 %
24 1104 2.1739130434782608 %
36 1104 3.260869565217391 %
48 1104 4.3478260869565215 %
60 1104 5.434782608695652 %
72 1104 6.521739130434782 %
84 1104 7.608695652173914 %
96 1104 8.695652173913043 %
108 1104 9.782608695652174 %
120 1104 10.869565217391305 %
132 1104 11.956521739130435 %
144 1104 13.043478260869565 %
156 1104 14.130434782608695 %
168 1104 15.217391304347828 %
180 1104 16.304347826086957 %
192 1104 17.391304347826086 %
204 1104 18.478260869565215 %
216 1104 19.565217391304348 %
228 1104 20.652173913043477 %
240 1104 21.73913043478261 %
252 1104 22.82608695652174 %
264 1104 23.91304347826087 %
276 1104 25.0 %
288 1104 26.08695652173913 %
300 1104 27.173913043478258 %
312 1104 28.26086956521739 %
324 1104 29.347826086956523 %
336 1104 30.434782608695656 %
348 1104 31.521739130434785 %
360 1104 32.608695652173914 %
372 1104 33.69565217391305 %
384 1104 34.78260869565217 %
396 1104 35.869565217391305 %
408 1104 36.95652173913043 %
420 1104 38.04347826086957 %
432 1104 39.130434782608695 %
444 1104 40.21739130434783 %
456 1104 41.30434782608695 %
468 1104 42.391304347826086 %
480 1104 43.47826086956522 %
492 1104 44.565217391304344 %
504 1104 45.65217391304348 %
516 1104 46.73913043478261 %
528 1104 47.82608695652174 %
540 1104 48.91304347826087 %
552 1104 50.0 %
564 1104 51.08695652173913 %
576 1104 52.17391304347826 %
588 1104 53.2608695652174 %
600 1104 54.347826086956516 %
612 1104 55.434782608695656 %
624 1104 56.52173913043478 %
636 1104 57.608695652173914 %
648 1104 58.69565217391305 %
660 1104 59.78260869565217 %
672 1104 60.86956521739131 %
684 1104 61.95652173913043 %
696 1104 63.04347826086957 %
708 1104 64.13043478260869 %
720 1104 65.21739130434783 %
732 1104 66.30434782608695 %
744 1104 67.3913043478261 %
756 1104 68.47826086956522 %
768 1104 69.56521739130434 %
780 1104 70.65217391304348 %
792 1104 71.73913043478261 %
804 1104 72.82608695652173 %
816 1104 73.91304347826086 %
828 1104 75.0 %
840 1104 76.08695652173914 %
852 1104 77.17391304347827 %
864 1104 78.26086956521739 %
876 1104 79.34782608695652 %
888 1104 80.43478260869566 %
900 1104 81.52173913043478 %
912 1104 82.6086956521739 %
924 1104 83.69565217391305 %
936 1104 84.78260869565217 %
948 1104 85.86956521739131 %
960 1104 86.95652173913044 %
972 1104 88.04347826086956 %
984 1104 89.13043478260869 %
996 1104 90.21739130434783 %
1008 1104 91.30434782608695 %
1020 1104 92.3913043478261 %
1032 1104 93.47826086956522 %
1044 1104 94.56521739130434 %
1056 1104 95.65217391304348 %
1068 1104 96.73913043478261 %
1080 1104 97.82608695652173 %
1092 1104 98.91304347826086 %
1104 1104 100.0 %
17 players last_marble: 1104 high_score: 2764
62 6111 1.0145639011618393 %
124 6111 2.0291278023236785 %
186 6111 3.0436917034855178 %
248 6111 4.058255604647357 %
310 6111 5.072819505809196 %
372 6111 6.0873834069710355 %
434 6111 7.101947308132875 %
496 6111 8.116511209294714 %
558 6111 9.131075110456553 %
620 6111 10.145639011618393 %
682 6111 11.160202912780234 %
744 6111 12.174766813942071 %
806 6111 13.189330715103912 %
868 6111 14.20389461626575 %
930 6111 15.218458517427589 %
992 6111 16.233022418589428 %
1054 6111 17.247586319751267 %
1116 6111 18.262150220913107 %
1178 6111 19.27671412207495 %
1240 6111 20.291278023236785 %
1302 6111 21.305841924398624 %
1364 6111 22.320405825560467 %
1426 6111 23.334969726722303 %
1488 6111 24.349533627884142 %
1550 6111 25.36409752904598 %
1612 6111 26.378661430207824 %
1674 6111 27.393225331369663 %
1736 6111 28.4077892325315 %
1798 6111 29.422353133693342 %
1860 6111 30.436917034855178 %
1922 6111 31.451480936017017 %
1984 6111 32.466044837178856 %
2046 6111 33.48060873834069 %
2108 6111 34.495172639502535 %
2170 6111 35.50973654066438 %
2232 6111 36.52430044182621 %
2294 6111 37.538864342988056 %
2356 6111 38.5534282441499 %
2418 6111 39.567992145311734 %
2480 6111 40.58255604647357 %
2542 6111 41.59711994763541 %
2604 6111 42.61168384879725 %
2666 6111 43.62624774995909 %
2728 6111 44.640811651120934 %
2790 6111 45.65537555228277 %
2852 6111 46.669939453444606 %
2914 6111 47.68450335460645 %
2976 6111 48.699067255768284 %
3038 6111 49.71363115693013 %
3100 6111 50.72819505809196 %
3162 6111 51.74275895925381 %
3224 6111 52.75732286041565 %
3286 6111 53.771886761577484 %
3348 6111 54.78645066273933 %
3410 6111 55.80101456390116 %
3472 6111 56.815578465063 %
3534 6111 57.83014236622485 %
3596 6111 58.844706267386684 %
3658 6111 59.85927016854852 %
3720 6111 60.873834069710355 %
3782 6111 61.8883979708722 %
3844 6111 62.902961872034034 %
3906 6111 63.91752577319587 %
3968 6111 64.93208967435771 %
4030 6111 65.94665357551955 %
4092 6111 66.96121747668138 %
4154 6111 67.97578137784323 %
4216 6111 68.99034527900507 %
4278 6111 70.0049091801669 %
4340 6111 71.01947308132875 %
4402 6111 72.03403698249059 %
4464 6111 73.04860088365243 %
4526 6111 74.06316478481428 %
4588 6111 75.07772868597611 %
4650 6111 76.09229258713795 %
4712 6111 77.1068564882998 %
4774 6111 78.12142038946163 %
4836 6111 79.13598429062347 %
4898 6111 80.1505481917853 %
4960 6111 81.16511209294714 %
5022 6111 82.17967599410898 %
5084 6111 83.19423989527083 %
5146 6111 84.20880379643266 %
5208 6111 85.2233676975945 %
5270 6111 86.23793159875635 %
5332 6111 87.25249549991818 %
5394 6111 88.26705940108002 %
5456 6111 89.28162330224187 %
5518 6111 90.2961872034037 %
5580 6111 91.31075110456554 %
5642 6111 92.32531500572738 %
5704 6111 93.33987890688921 %
5766 6111 94.35444280805105 %
5828 6111 95.3690067092129 %
5890 6111 96.38357061037473 %
5952 6111 97.39813451153657 %
6014 6111 98.4126984126984 %
6076 6111 99.42726231386025 %
21 players last_marble: 6111 high_score: 54718
59 5807 1.0160151541243327 %
118 5807 2.0320303082486655 %
177 5807 3.0480454623729982 %
236 5807 4.064060616497331 %
295 5807 5.080075770621663 %
354 5807 6.0960909247459965 %
413 5807 7.112106078870328 %
472 5807 8.128121232994662 %
531 5807 9.144136387118994 %
590 5807 10.160151541243327 %
649 5807 11.176166695367659 %
708 5807 12.192181849491993 %
767 5807 13.208197003616325 %
826 5807 14.224212157740656 %
885 5807 15.24022731186499 %
944 5807 16.256242465989324 %
1003 5807 17.272257620113656 %
1062 5807 18.28827277423799 %
1121 5807 19.30428792836232 %
1180 5807 20.320303082486653 %
1239 5807 21.33631823661099 %
1298 5807 22.352333390735318 %
1357 5807 23.36834854485965 %
1416 5807 24.384363698983986 %
1475 5807 25.400378853108318 %
1534 5807 26.41639400723265 %
1593 5807 27.432409161356986 %
1652 5807 28.44842431548131 %
1711 5807 29.464439469605647 %
1770 5807 30.48045462372998 %
1829 5807 31.496469777854312 %
1888 5807 32.51248493197865 %
1947 5807 33.52850008610298 %
2006 5807 34.54451524022731 %
2065 5807 35.560530394351645 %
2124 5807 36.57654554847598 %
2183 5807 37.59256070260031 %
2242 5807 38.60857585672464 %
2301 5807 39.624591010848974 %
2360 5807 40.640606164973306 %
2419 5807 41.65662131909764 %
2478 5807 42.67263647322198 %
2537 5807 43.68865162734631 %
2596 5807 44.704666781470635 %
2655 5807 45.72068193559497 %
2714 5807 46.7366970897193 %
2773 5807 47.75271224384364 %
2832 5807 48.76872739796797 %
2891 5807 49.784742552092304 %
2950 5807 50.800757706216636 %
3009 5807 51.81677286034096 %
3068 5807 52.8327880144653 %
3127 5807 53.84880316858963 %
3186 5807 54.86481832271397 %
3245 5807 55.8808334768383 %
3304 5807 56.89684863096262 %
3363 5807 57.91286378508696 %
3422 5807 58.928878939211295 %
3481 5807 59.944894093335634 %
3540 5807 60.96090924745996 %
3599 5807 61.9769244015843 %
3658 5807 62.992939555708624 %
3717 5807 64.00895470983295 %
3776 5807 65.0249698639573 %
3835 5807 66.04098501808163 %
3894 5807 67.05700017220596 %
3953 5807 68.07301532633029 %
4012 5807 69.08903048045462 %
4071 5807 70.10504563457896 %
4130 5807 71.12106078870329 %
4189 5807 72.13707594282762 %
4248 5807 73.15309109695195 %
4307 5807 74.16910625107629 %
4366 5807 75.18512140520062 %
4425 5807 76.20113655932495 %
4484 5807 77.21715171344928 %
4543 5807 78.23316686757363 %
4602 5807 79.24918202169795 %
4661 5807 80.26519717582228 %
4720 5807 81.28121232994661 %
4779 5807 82.29722748407094 %
4838 5807 83.31324263819528 %
4897 5807 84.32925779231961 %
4956 5807 85.34527294644396 %
5015 5807 86.36128810056827 %
5074 5807 87.37730325469262 %
5133 5807 88.39331840881695 %
5192 5807 89.40933356294127 %
5251 5807 90.42534871706562 %
5310 5807 91.44136387118994 %
5369 5807 92.45737902531428 %
5428 5807 93.4733941794386 %
5487 5807 94.48940933356295 %
5546 5807 95.50542448768728 %
5605 5807 96.5214396418116 %
5664 5807 97.53745479593594 %
5723 5807 98.55346995006028 %
5782 5807 99.56948510418461 %
30 players last_marble: 5807 high_score: 37305
PART 1:
721 72058 1.0005828638041578 %
1442 72058 2.0011657276083157 %
2163 72058 3.0017485914124733 %
2884 72058 4.002331455216631 %
3605 72058 5.002914319020789 %
4326 72058 6.003497182824947 %
5047 72058 7.004080046629105 %
5768 72058 8.004662910433263 %
6489 72058 9.00524577423742 %
7210 72058 10.005828638041578 %
7931 72058 11.006411501845735 %
8652 72058 12.006994365649893 %
9373 72058 13.007577229454052 %
10094 72058 14.00816009325821 %
10815 72058 15.008742957062365 %
11536 72058 16.009325820866525 %
12257 72058 17.009908684670684 %
12978 72058 18.01049154847484 %
13699 72058 19.011074412278997 %
14420 72058 20.011657276083156 %
15141 72058 21.012240139887314 %
15862 72058 22.01282300369147 %
16583 72058 23.013405867495628 %
17304 72058 24.013988731299786 %
18025 72058 25.014571595103945 %
18746 72058 26.015154458908103 %
19467 72058 27.01573732271226 %
20188 72058 28.01632018651642 %
20909 72058 29.016903050320575 %
21630 72058 30.01748591412473 %
22351 72058 31.018068777928892 %
23072 72058 32.01865164173305 %
23793 72058 33.019234505537206 %
24514 72058 34.01981736934137 %
25235 72058 35.02040023314552 %
25956 72058 36.02098309694968 %
26677 72058 37.02156596075384 %
27398 72058 38.022148824557995 %
28119 72058 39.02273168836215 %
28840 72058 40.02331455216631 %
29561 72058 41.02389741597047 %
30282 72058 42.02448027977463 %
31003 72058 43.025063143578784 %
31724 72058 44.02564600738294 %
32445 72058 45.0262288711871 %
33166 72058 46.026811734991256 %
33887 72058 47.02739459879541 %
34608 72058 48.02797746259957 %
35329 72058 49.02856032640373 %
36050 72058 50.02914319020789 %
36771 72058 51.029726054012045 %
37492 72058 52.03030891781621 %
38213 72058 53.03089178162036 %
38934 72058 54.03147464542452 %
39655 72058 55.03205750922868 %
40376 72058 56.03264037303284 %
41097 72058 57.033223236836996 %
41818 72058 58.03380610064115 %
42539 72058 59.034388964445306 %
43260 72058 60.03497182824946 %
43981 72058 61.03555469205363 %
44702 72058 62.036137555857785 %
45423 72058 63.03672041966194 %
46144 72058 64.0373032834661 %
46865 72058 65.03788614727026 %
47586 72058 66.03846901107441 %
48307 72058 67.03905187487858 %
49028 72058 68.03963473868274 %
49749 72058 69.04021760248689 %
50470 72058 70.04080046629105 %
51191 72058 71.0413833300952 %
51912 72058 72.04196619389936 %
52633 72058 73.04254905770352 %
53354 72058 74.04313192150768 %
54075 72058 75.04371478531183 %
54796 72058 76.04429764911599 %
55517 72058 77.04488051292014 %
56238 72058 78.0454633767243 %
56959 72058 79.04604624052847 %
57680 72058 80.04662910433262 %
58401 72058 81.04721196813678 %
59122 72058 82.04779483194093 %
59843 72058 83.04837769574509 %
60564 72058 84.04896055954926 %
61285 72058 85.04954342335341 %
62006 72058 86.05012628715757 %
62727 72058 87.05070915096172 %
63448 72058 88.05129201476588 %
64169 72058 89.05187487857003 %
64890 72058 90.0524577423742 %
65611 72058 91.05304060617836 %
66332 72058 92.05362346998251 %
67053 72058 93.05420633378667 %
67774 72058 94.05478919759082 %
68495 72058 95.05537206139498 %
69216 72058 96.05595492519915 %
69937 72058 97.0565377890033 %
70658 72058 98.05712065280746 %
71379 72058 99.05770351661161 %
426 players last_marble: 72058 high_score: 424112
PART 2:
72059 7205800 1.0000138777096228 %
144118 7205800 2.0000277554192456 %
216177 7205800 3.0000416331288684 %
288236 7205800 4.000055510838491 %
360295 7205800 5.000069388548114 %
432353 7205800 6.0000693885481144 %
504412 7205800 7.000083266257737 %
576471 7205800 8.00009714396736 %
648529 7205800 9.000097143967361 %
720588 7205800 10.000111021676982 %
792647 7205800 11.000124899386606 %
864706 7205800 12.000138777096229 %
936765 7205800 13.000152654805852 %
1008824 7205800 14.000166532515474 %
1080883 7205800 15.000180410225097 %
1152942 7205800 16.00019428793472 %
1225001 7205800 17.00020816564434 %
1297060 7205800 18.000222043353965 %
1369119 7205800 19.000235921063588 %
1441178 7205800 20.000249798773208 %
1513236 7205800 21.00024979877321 %
1585295 7205800 22.000263676482835 %
1657354 7205800 23.000277554192454 %
1729412 7205800 24.000277554192458 %
1801471 7205800 25.000291431902077 %
1873530 7205800 26.000305309611704 %
1945589 7205800 27.000319187321324 %
2017647 7205800 28.000319187321328 %
2089706 7205800 29.000333065030947 %
2161765 7205800 30.00034694274057 %
2233824 7205800 31.00036082045019 %
2305883 7205800 32.00037469815982 %
2377942 7205800 33.00038857586944 %
2450001 7205800 34.000402453579056 %
2522059 7205800 35.00040245357906 %
2594118 7205800 36.00041633128868 %
2666177 7205800 37.00043020899831 %
2738236 7205800 38.00044408670793 %
2810295 7205800 39.00045796441755 %
2882354 7205800 40.000471842127176 %
2954413 7205800 41.000485719836796 %
3026471 7205800 42.0004857198368 %
3098530 7205800 43.00049959754642 %
3170589 7205800 44.00051347525604 %
3242648 7205800 45.00052735296567 %
3314707 7205800 46.00054123067529 %
3386766 7205800 47.00055510838491 %
3458824 7205800 48.000555108384916 %
3530883 7205800 49.000568986094535 %
3602941 7205800 50.00056898609454 %
3675000 7205800 51.000582863804155 %
3747059 7205800 52.00059674151378 %
3819118 7205800 53.0006106192234 %
3891177 7205800 54.00062449693303 %
3963236 7205800 55.000638374642655 %
4035295 7205800 56.00065225235227 %
4107354 7205800 57.000666130061894 %
4179413 7205800 58.00068000777152 %
4251472 7205800 59.000693885481134 %
4323530 7205800 60.00069388548114 %
4395589 7205800 61.00070776319077 %
4467648 7205800 62.00072164090038 %
4539707 7205800 63.00073551861001 %
4611765 7205800 64.00073551861001 %
4683824 7205800 65.00074939631963 %
4755883 7205800 66.00076327402925 %
4827942 7205800 67.00077715173887 %
4900001 7205800 68.00079102944851 %
4972060 7205800 69.00080490715811 %
5044118 7205800 70.00080490715813 %
5116177 7205800 71.00081878486775 %
5188236 7205800 72.00083266257737 %
5260295 7205800 73.00084654028699 %
5332354 7205800 74.00086041799662 %
5404413 7205800 75.00087429570624 %
5476472 7205800 76.00088817341586 %
5548531 7205800 77.00090205112548 %
5620589 7205800 78.0009020511255 %
5692648 7205800 79.0009159288351 %
5764707 7205800 80.00092980654473 %
5836766 7205800 81.00094368425435 %
5908825 7205800 82.00095756196397 %
5980884 7205800 83.0009714396736 %
6052943 7205800 84.00098531738321 %
6125002 7205800 85.00099919509285 %
6197061 7205800 86.00101307280246 %
6269120 7205800 87.00102695051208 %
6341179 7205800 88.0010408282217 %
6413238 7205800 89.00105470593134 %
6485297 7205800 90.00106858364096 %
6557356 7205800 91.00108246135058 %
6629415 7205800 92.00109633906021 %
6701474 7205800 93.00111021676982 %
6773533 7205800 94.00112409447945 %
6845592 7205800 95.00113797218907 %
6917651 7205800 96.00115184989869 %
6989710 7205800 97.00116572760832 %
7061769 7205800 98.00117960531793 %
7133828 7205800 99.00119348302756 %
426 players last_marble: 7205800 high_score: 3487352628

(base) D:\Private\adventofcode\2018\day 9>
